"","qv_anno","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","reg","fc","pseudo","threshold","peak","volx","voly","peakvolx","peakvoly","text","gene","desc","AltID"
"17","QV15_00085",6038.18264509899,-0.810520301458477,0.260226782168998,-3.11466903868529,0.00184151406338359,0.00465573448514975,"up",0.570176189379097,57.0176189379097,"FALSE","normal",-0.810520301458477,2.33201179530885,-0.978252546291508,3.26765153513048,"G129D","USA300HOU_0017|purA|adenylosuccinate synthetase (EC:6.3.4.4), ","USA300HOU_0017|purA,|(RefSeq) adenylosuccinate synthetase (EC:6.3.4.4), |sax00230 Purine metabolism; sax00250 Alanine; aspartate and glutamate metabolism; sax01100 Metabolic pathways;","SAR0017"
"18","QV15_00100",3182.2558640147,0.483646255265579,0.0724081954935129,6.67944080043964,2.39855704915333e-11,1.32917905559691e-10,"down",1.39827318807975,139.827318807975,"FALSE","normal",0.483646255265579,9.87641651069031,0.483646255265579,9.87641651069031,"null","USA300HOU_0018|yycF|response regulator VicR, ","USA300HOU_0018|yycF,|(RefSeq) response regulator VicR, |sax02020 Two-component system;","SAR0018"
"19","QV15_00105",7944.02148040469,0.396979206295593,0.0433401007280499,9.1596281417654,5.20764553817474e-20,4.02817581955838e-19,"down",1.31674794350587,131.674794350587,"FALSE","normal",0.396979206295593,18.3948915818628,0.396979206295593,18.3948915818628,"null","USA300HOU_0019|yycG|sensor histidine kinase VicK (EC:2.7.13.3), ","USA300HOU_0019|CDS|(RefSeq) sensor histidine kinase VicK (EC:2.7.13.3), |sax02020 Two-component system;","SAR0019"
"20","QV15_00110",7919.81778351598,0.387948761005843,0.055241348602088,7.02279670614665,2.17470529508048e-12,1.25322817337343e-11,"down",1.30853159660649,130.853159660649,"FALSE","normal",0.387948761005843,10.901969850462,0.394240182601233,11.1834415613554,"G129D","USA300HOU_0020|yycH|hypothetical protein, ","USA300HOU_0020|yycH,|(RefSeq) hypothetical protein, |UNKNOWN","SAR0020"
"21","QV15_00115",5005.54755538798,0.388912201361865,0.0690831357503518,5.6296257710028,1.80601039525486e-08,8.31166289246428e-08,"down",1.30940573365843,130.940573365843,"FALSE","normal",0.388912201361865,7.08031207937189,0.396816431232936,7.32743963736865,"G129D","USA300HOU_0021|yycI|hypothetical protein, ","USA300HOU_0021|yycI,|(RefSeq) hypothetical protein, |UNKNOWN","SAR0021"
"22","QV15_00120",2294.38564168573,-0.289366511601641,0.109933533464068,-2.63219513176315,0.0084835122881072,0.0186064543770385,"up",0.818261278783122,81.8261278783122,"FALSE","normal",-0.289366511601641,1.73033637760503,-0.337518841704515,2.18616237140376,"R61E","USA300HOU_0022|yycJ|beta-lactamase (EC:3.5.2.6), ","USA300HOU_0022|CDS|(RefSeq) beta-lactamase (EC:3.5.2.6), |UNKNOWN","SAR0022"
"23","QV15_00125",4833.17846164465,1.34089892759187,0.0964493871671628,13.9026173931813,6.10667191182631e-44,7.55773347563647e-43,"down",2.53309103779937,253.309103779937,"TRUE","normal",1.34089892759187,42.1216084275951,1.36401508183684,43.5260841221209,"G129D","USA300HOU_0023|adsA|5'-nucleotidase (EC:3.1.3.5), ;""5-nucleotidase"" adsA precursor","USA300HOU_0023|CDS|(RefSeq) 5'-nucleotidase (EC:3.1.3.5), |UNKNOWN","SAR0023"
"24","QV15_00130",832.976956042786,0.500251972567887,0.12420365668893,4.02767507739951,5.63311181670064e-05,0.000177460092261878,"down",1.41446058210557,141.446058210557,"FALSE","normal",0.500251972567887,3.7508992970264,0.516190607890215,3.66493855144987,"R61H","USA300HOU_0024|orfX|rRlarge subunit methyltransferase, ;OrfX (N315)","USA300HOU_0024|orfX,|(RefSeq) rRNA large subunit methyltransferase, |UNKNOWN","SAR0024"
"25","QV15_00135",1990.32921630561,0.732440686819195,0.068230970308797,10.7347247665443,6.99270288663664e-27,6.70628590493308e-26,"down",1.66144747779722,166.144747779722,"FALSE","normal",0.732440686819195,25.1735179355049,0.787298152452406,28.6497840903432,"R61E","not found|SAR0080|not found","not found","SAR0080"
"26","QV15_00140",718.945427701155,0.939197604158733,0.103164955161504,9.10384347754936,8.71903983009713e-20,6.68459720307447e-19,"down",1.91746149133391,191.746149133391,"FALSE","normal",0.939197604158733,18.1749247571009,0.939197604158733,18.1749247571009,"null","USA300HOU_0417|SAR0081|transposase, ","USA300HOU_0417|CDS|(RefSeq) transposase, |UNKNOWN","SAR0081"
"27","QV15_00145",1287.05959292448,1.02109155510019,0.0779597159256362,13.097681834477,3.39468398640008e-39,3.886688846103e-38,"down",2.02945388057176,202.945388057176,"TRUE","normal",1.02109155510019,37.4104202259829,1.02679176394367,37.1029111693942,"R61E","USA300HOU_0065|SAR0082|transposase, ","USA300HOU_0065|CDS|(RefSeq) transposase, |UNKNOWN","SAR0082"
"28","QV15_00150",590.484436520027,1.14256059403459,0.13601311515259,8.4003707491941,4.45071183346747e-17,3.08464001471519e-16,"down",2.20772517842217,220.772517842217,"TRUE","normal",1.14256059403459,15.5107955119371,1.14256059403459,15.5107955119371,"null","not found|SAR0084|not found","not found","SAR0084"
"29","QV15_00155",97.8156086893349,0.391361032299608,0.273624422901228,1.43028545533335,0.152635107515299,0.233902502613362,"down",1.31163020666784,131.163020666784,"FALSE","normal",0.391361032299608,0.630965131481317,0.54140010646408,1.06540063403062,"G129D","USA300HOU_2706|SAR2705|integrase, ","USA300HOU_2706|CDS|(RefSeq) integrase, |UNKNOWN","SAR2705"
"30","QV15_00160",280.931961963201,0.729738296994258,0.163629603289587,4.4596960594153,8.20759629402747e-06,2.84800303981007e-05,"down",1.65833824394046,165.833824394046,"FALSE","normal",0.729738296994258,4.54545955149163,0.899996988344152,6.63283699347797,"R61E","not found|SAR0086|not found","not found","SAR0086"
"31","QV15_00165",1383.37205039233,0.672285038907444,0.0806321568087696,8.33767897963913,7.57629221433357e-17,5.20920197488173e-16,"down",1.59359501427583,159.359501427583,"FALSE","normal",0.672285038907444,15.2832288034665,0.803174806603582,21.4779672169262,"R61E","USA300HOU_0518|SAR0087|AAA family ATP-binding protein, ","USA300HOU_0518|CDS|(RefSeq) AAA family ATP-binding protein, |UNKNOWN","SAR0087"
"32","QV15_00170",656.604936319606,0.492444837660606,0.114780310647727,4.29032501203077,1.78411819573805e-05,5.94477332143998e-05,"down",1.40682691119915,140.682691119915,"FALSE","normal",0.492444837660606,4.2258647006962,0.775984648024788,10.0545763393558,"R61E","not found|SAR0088|not found","not found","SAR0088"
"33","QV15_00175",12.8044386859901,-0.373572052011426,0.552105735557838,-0.676631355104426,0.498639879881266,0.605308289496221,"up",0.77186901380692,77.186901380692,"FALSE","normal",-0.373572052011426,0.218023378527865,-0.373572052011426,0.218023378527865,"null","not found|SAR0091|not found","not found","SAR0091"
"34","QV15_00180",1103.2560448469,-0.223395129436995,0.0860267058445421,-2.59681138832271,0.0094093575862361,0.0202777117467891,"up",0.856547329011959,85.6547329011959,"FALSE","normal",-0.223395129436995,1.69298105485213,-0.238279547235187,1.8773122014381,"G129D","USA300HOU_2574|SAR0092|hypothetical protein, ","USA300HOU_2574|CDS|(RefSeq) hypothetical protein, |UNKNOWN","SAR0092"
"35","QV15_00185",137.876580730284,-0.409144321213394,0.207116834605481,-1.97542764687737,0.0482196379276999,0.0864891918385729,"up",0.753069895567524,75.3069895567524,"FALSE","normal",-0.409144321213394,1.06303816095304,-0.409144321213394,1.06303816095304,"null","USA300HOU_2658|SAR0093|hypothetical protein, ","USA300HOU_2658|CDS|(RefSeq) hypothetical protein, |UNKNOWN","SAR0093"
"36","QV15_00190",429.477857170379,-0.338182176732865,0.133424014942122,-2.53464248455996,0.0112562139992695,0.0238232086189752,"up",0.791037406401556,79.1037406401556,"FALSE","normal",-0.338182176732865,1.62299974614162,-0.338182176732865,1.62299974614162,"null","USA300HOU_2396|SAR0094|major facilitator superfamily multidrug :cation symporter, ","USA300HOU_2396|CDS|(RefSeq) major facilitator superfamily multidrug :cation symporter, |UNKNOWN","SAR0094"
"37","QV15_00195",54.6004856950096,-0.156171558847789,0.293495265285218,-0.532109295514602,0.594650299684931,0.687959164176742,"up",0.89740332912798,89.740332912798,"FALSE","normal",-0.156171558847789,0.162437339815425,-0.354991370382421,0.435867678142046,"R61E","USA300HOU_2701|SAR2779|arylamine N-acetyltransferase (EC:2.3.1.5), ","USA300HOU_2701|CDS|(RefSeq) arylamine N-acetyltransferase (EC:2.3.1.5), |UNKNOWN","SAR2779"
"38","QV15_00200",157.683962814743,-0.170330951935465,0.20286024140214,-0.839646797017312,0.401106452437801,0.513803235722288,"up",0.888638805462072,88.8638805462072,"FALSE","normal",-0.170330951935465,0.289203165052332,-0.388526799216547,0.923191889294375,"R61E","USA300HOU_2701|SAR2779|arylamine N-acetyltransferase (EC:2.3.1.5), ","USA300HOU_2701|CDS|(RefSeq) arylamine N-acetyltransferase (EC:2.3.1.5), |UNKNOWN","SAR2779"
"39","QV15_00205",521.944894344877,-0.317978093929,0.124546878584883,-2.55307959173211,0.0106775093437288,0.0226352747017546,"up",0.802193346869158,80.2193346869158,"FALSE","normal",-0.317978093929,1.64521423053775,-0.317978093929,1.64521423053775,"null","USA300HOU_2572|SAR0097|TetR family transcriptional regulator, ","USA300HOU_2572|CDS|(RefSeq) TetR family transcriptional regulator, |UNKNOWN","SAR0097"
"40","QV15_00210",349.843686907198,-0.469188765408181,0.182558583608457,-2.57007233587261,0.0101677281674412,0.0217139897347409,"up",0.722370676202063,72.2370676202063,"FALSE","normal",-0.469188765408181,1.66326037182023,-0.576392586688301,2.3571998075904,"G129D","not found|SAR0098|not found","not found","SAR0098"
"41","QV15_00215",4788.29491697181,-0.604689122217114,0.0608490646038877,-9.93752535315851,2.85839689851278e-23,2.45180644859232e-22,"up",0.657613069969409,65.7613069969409,"FALSE","normal",-0.604689122217114,21.6105138170354,-0.604689122217114,21.6105138170354,"null","USA300HOU_0096|SAR0099|hypothetical protein, ","USA300HOU_0096|CDS|(RefSeq) hypothetical protein, |UNKNOWN","SAR0099"
"42","QV15_00225",84.4375715781977,0.119365587986393,0.251909380219485,0.473843363364999,0.635611609431978,0.723972735077116,"down",1.08625708581781,108.625708581781,"FALSE","normal",0.119365587986393,0.140277789090868,0.398096499299806,0.703831081161516,"R61E","USA300HOU_0098|SAR0101|hypothetical protein, ","USA300HOU_0098|CDS|(RefSeq) hypothetical protein, |UNKNOWN","SAR0101"
"43","QV15_00230",510.35270943472,0.586627319964505,0.128833221608089,4.55338547497498,5.27894154019024e-06,1.88720344744903e-05,"down",1.50173194625729,150.173194625729,"FALSE","normal",0.586627319964505,4.72418127877426,0.586627319964505,4.72418127877426,"null","USA300HOU_0105|SAR0102|hypothetical protein, ","USA300HOU_0105|CDS|(RefSeq) hypothetical protein, |UNKNOWN","SAR0102"
"44","QV15_00235",2662.62214559274,1.89952372319516,0.067947232074,27.9558661216166,5.59412425950784e-172,1.65217374437055e-170,"down",3.7309000810555,373.09000810555,"TRUE","normal",1.89952372319516,169.781944283739,1.89952372319516,169.781944283739,"null","USA300HOU_0106|USA300HOU_0106|hypothetical protein, ; Uncharacterized protein ","USA300HOU_0106|CDS|(RefSeq) hypothetical protein, |UNKNOWN","SAR0103"
"45","QV15_00240",904.889812339923,1.3189588880369,0.101057814416604,13.051527936272,6.22855622720469e-39,7.10000773443202e-38,"down",2.49486004768319,249.486004768319,"TRUE","normal",1.3189588880369,37.1487411781796,1.3189588880369,37.1487411781796,"null","USA300HOU_0107|SAR0104|hypothetical protein, ","USA300HOU_0107|CDS|(RefSeq) hypothetical protein, |UNKNOWN","SAR0104"
"46","QV15_00245",153.885896703797,0.546773030529827,0.212833059756757,2.56902302280822,0.0101985681588724,0.0217619693307958,"down",1.46081454037802,146.081454037802,"FALSE","normal",0.546773030529827,1.66230180608792,0.546773030529827,1.66230180608792,"null","USA300HOU_0108|plc|phosphatidylinositol diacylglycerol-lyase (EC:4.6.1.13), ","USA300HOU_0108|plc,|(RefSeq) phosphatidylinositol diacylglycerol-lyase (EC:4.6.1.13), |sax00562 Inositol phosphate metabolism;","SAR0105"
"47","QV15_00250",266.734286023075,0.800333552074287,0.162566671905161,4.9231096552262,8.5179690120977e-07,3.35936289263155e-06,"down",1.74150371689421,174.150371689421,"FALSE","normal",0.800333552074287,5.47374307929181,0.800333552074287,5.47374307929181,"null","USA300HOU_0111|SAR0106|tandem lipoprotein, ","USA300HOU_0111|CDS|(RefSeq) tandem lipoprotein, |UNKNOWN","SAR0106"
"48","QV15_00255",3150.67844075479,-0.129696886178067,0.0909871263881784,-1.42544216227624,0.15402942774712,0.235345374905799,"up",0.914023468664574,91.4023468664574,"FALSE","normal",-0.129696886178067,0.628294332189024,-0.129696886178067,0.628294332189024,"null","USA300HOU_0113|SAR0107|xylan 1,4-beta-xylosidase (EC:3.2.1.37), ","USA300HOU_0113|CDS|(RefSeq) xylan 1,4-beta-xylosidase (EC:3.2.1.37), |UNKNOWN","SAR0107"
"49","QV15_00260",492.360061233423,-0.293128650277075,0.114262579738478,-2.56539499587689,0.0103058409348848,0.0219368391398572,"up",0.816130265650951,81.6130265650952,"FALSE","normal",-0.293128650277075,1.65882594936897,-0.305385972648898,1.66855566454489,"R61E","USA300HOU_0114|SAR0108|M20 family peptidase (EC:3.4.-.-), ","USA300HOU_0114|CDS|(RefSeq) M20 family peptidase (EC:3.4.-.-), |UNKNOWN","SAR0108"
"50","QV15_00265",492.481165034115,-0.484832019717979,0.139385655994335,-3.4783494489396,0.000504511749323835,0.00140538696301463,"up",0.714580267222391,71.4580267222391,"FALSE","normal",-0.484832019717979,2.85220407948606,-0.484832019717979,2.85220407948606,"null","USA300HOU_0115|SAR0109|major facilitator transporter, ","USA300HOU_0115|CDS|(RefSeq) major facilitator transporter, |UNKNOWN","SAR0109"
"51","QV15_00270",15335.030059096,0.435937229846944,0.073929356297623,5.89667287365466,3.70904145215167e-09,1.79512080710283e-08,"down",1.35278937131846,135.278937131846,"FALSE","normal",0.435937229846944,7.74590631917887,0.435937229846944,7.74590631917887,"null","USA300HOU_0116|SAR0110|PnaS family phosphate:sodium (Na+) symporter, ","USA300HOU_0116|CDS|(RefSeq) PnaS family phosphate:sodium (Na+) symporter, |UNKNOWN","SAR0110"
"52","QV15_00275",350.863246805776,0.956651567450422,0.139830939038654,6.84148711313434,7.83752563476521e-12,4.4185963394262e-11,"down",1.94080015050684,194.080015050684,"FALSE","normal",0.956651567450422,10.354715671569,0.956651567450422,10.354715671569,"null","USA300HOU_0117|SAR0111|myosin-cross-reactive antigen, ","USA300HOU_0117|CDS|(RefSeq) myosin-cross-reactive antigen, |UNKNOWN","SAR0111"
"53","QV15_00280",253.16746375571,-0.0055465851006869,0.199536107835426,-0.0277974004848367,0.977823739275514,0.981665616639728,"up",0.996162781187585,99.6162781187585,"FALSE","normal",-0.0055465851006869,0.00803642013421517,0.224025784823717,0.208269544396947,"R61K","USA300HOU_0120|SAR0112|hypothetical protein, ","USA300HOU_0120|CDS|(RefSeq) hypothetical protein, |UNKNOWN","SAR0112"
"54","QV15_00285",13618.1101874938,0.515834152235335,0.0826188951116776,6.24353728693747,4.27784271061465e-10,2.20160657522524e-09,"down",1.42982060915396,142.982060915396,"FALSE","normal",0.515834152235335,8.65726028639708,0.515834152235335,8.65726028639708,"null","USA300HOU_0121|lldP1|LctP family L-lactate permease, ","USA300HOU_0121|lctP,|(RefSeq) LctP family L-lactate permease, |UNKNOWN","SAR0113"
"55","QV15_00290",222221.620557975,-1.78731586413481,0.121163347167211,-14.7512915904199,3.01832436209338e-49,3.9420226216486e-48,"up",0.289710551706895,28.9710551706895,"TRUE","normal",-1.78731586413481,47.4042808878118,-1.78731586413481,47.4042808878118,"null","USA300HOU_0122|spa|immunoglobulin G binding protein A, ;sortase, staph protein A;  binds immunoglobulins","USA300HOU_0122|spa,|(RefSeq) immunoglobulin G binding protein A, |sax05150 Staphylococcus aureus infection;","SAR0114"
"56","QV15_00295",6551.20498060171,-1.57734178658179,0.08191420177344,-19.2560234053728,1.25666915971724e-82,2.30005855359515e-81,"up",0.335098750779793,33.5098750779793,"TRUE","normal",-1.57734178658179,80.6382611078174,-1.57734178658179,80.6382611078174,"null","USA300HOU_0123|SAR0115|accessory regulator H1, ","USA300HOU_0123|sarH1,|(RefSeq) accessory regulator H1, |UNKNOWN","SAR0115"
"57","QV15_00300",1837.40078458687,0.020667562843938,0.113584913241257,0.181956936481869,0.855616521370521,0.892354469920539,"down",1.01442876697966,101.442876697966,"FALSE","normal",0.020667562843938,0.0494625965759034,0.312780174318109,1.87949698026053,"G129D","USA300HOU_0124|sirC|iron (Fe3+) ABC transporter membrane protein, ","USA300HOU_0124|sirC,|(RefSeq) iron (Fe3+) ABC transporter membrane protein, |sax02010 ABC transporters;","SAR0116"
"58","QV15_00305",866.992274475881,0.245084233812393,0.0988716075066154,2.47881307883049,0.0131820367258194,0.0275402841241196,"down",1.1851619662972,118.51619662972,"FALSE","normal",0.245084233812393,1.56003158358161,0.520236529228506,6.13245768654949,"R61E","USA300HOU_0125|sirB|iron (Fe3+) ABC transporter membrane protein, ","USA300HOU_0125|sirB,|(RefSeq) iron (Fe3+) ABC transporter membrane protein, |sax02010 ABC transporters;","SAR0117"
"59","QV15_00310",2566.86976844045,0.257343798956095,0.0962778865554941,2.67292737889259,0.00751925263099773,0.0167030235794556,"down",1.19527600911055,119.527600911055,"FALSE","normal",0.257343798956095,1.77720490579761,0.49381239628896,5.80104208855895,"R61E","USA300HOU_0126|sirA|iron (Fe3+) ABC transporter binding protein, ","USA300HOU_0126|sirA,|(RefSeq) iron (Fe3+) ABC transporter binding protein, |sax02010 ABC transporters;","SAR0118"
"60","QV15_00315",42.3955405344699,0.852640505872305,0.333675161677491,2.55530109459095,0.0106095978810118,0.0225096693002039,"down",1.80580299001966,180.580299001966,"FALSE","normal",0.852640505872305,1.6476308853705,0.852640505872305,1.6476308853705,"null","USA300HOU_0127|SAR0119|pyridoxal-phosphate dependent enzyme, ","USA300HOU_0127|CDS|(RefSeq) pyridoxal-phosphate dependent enzyme, |sax00270 Cysteine and methionine metabolism; sax00920 Sulfur metabolism; sax01100 Metabolic pathways; sax01110 Biosynthesis of secondary metabolites; sax01120 Microbial metabolism in diverse environments; sax01130 Biosynthesis of antibiotics; sax01200 Carbon metabolism; sax01230 Biosynthesis of amino acids;","SAR0119"
"61","QV15_00320",44.5248307028292,0.0993603786090969,0.322823065563521,0.307785871606334,0.758245272890458,0.817370163518167,"down",1.07129839520011,107.129839520011,"FALSE","normal",0.0993603786090969,0.0875812193965278,-0.619833011307261,0.542735161231513,"R61K","USA300HOU_0128|SAR0120|ornithine cyclodeaminase (EC:4.3.1.2), ","USA300HOU_0128|ocd,|(RefSeq) ornithine cyclodeaminase (EC:4.3.1.2), |sax00330 Arginine and proline metabolism; sax01110 Biosynthesis of secondary metabolites; sax01130 Biosynthesis of antibiotics; sax01230 Biosynthesis of amino acids;","SAR0120"
"62","QV15_00325",107.310644991212,0.08953660979786,0.212379932043891,0.421586959446603,0.67332652635416,0.752822038389755,"down",1.0640283641909,106.40283641909,"FALSE","normal",0.08953660979786,0.123307675698009,-0.487522544809025,1.08064186101155,"R61H","USA300HOU_0129|SAR0121|IucA/IucC family siderophore biosynthesis protein, ","USA300HOU_0129|CDS|(RefSeq) IucA/IucC family siderophore biosynthesis protein, |UNKNOWN","SAR0121"
"63","QV15_00330",77.8633438549574,-0.251807770280846,0.278148571590137,-0.905299526944526,0.36530672696495,0.477245567748271,"up",0.839843389151674,83.9843389151674,"FALSE","normal",-0.251807770280846,0.321258096274069,-0.366156354753099,0.434346945975345,"R61H","USA300HOU_0130|SAR0122|major facilitator transporter, ","USA300HOU_0130|CDS|(RefSeq) major facilitator transporter, |UNKNOWN","SAR0122"
"64","QV15_00335",162.584759632952,-0.14786249487541,0.177520681738793,-0.832931089646094,0.404883594481013,0.516843056019722,"up",0.902586750069866,90.2586750069866,"FALSE","normal",-0.14786249487541,0.286641314260478,-0.326864165727106,0.530615032146767,"R61K","USA300HOU_0131|SAR0123|IucA/IucC family siderophore biosynthesis protein, ","USA300HOU_0131|CDS|(RefSeq) IucA/IucC family siderophore biosynthesis protein, |UNKNOWN","SAR0123"
